-183.790, 77.915, 1.678,  1.765
-183.790, 77.859, 1.675,  1.798
-183.790, 77.803, 1.675,  1.831
-183.789, 77.747, 1.679,  1.864
-183.789, 77.691, 1.686,  1.897
-183.789, 77.635, 1.695,  1.930
-183.789, 77.578, 1.705,  1.963
-183.789, 77.521, 1.714,  1.996
-183.789, 77.463, 1.722,  2.029
-183.788, 77.406, 1.728,  2.062
-183.788, 77.348, 1.733,  2.095
-183.788, 77.290, 1.737,  2.128
-183.788, 77.232, 1.741,  2.161
-183.788, 77.174, 1.745,  2.194
-183.787, 77.116, 1.750,  2.227
-183.787, 77.057, 1.755,  2.260
-183.787, 76.999, 1.761,  2.293
-183.787, 76.940, 1.768,  2.326
-183.787, 76.881, 1.774,  2.359
-183.786, 76.821, 1.780,  2.392
-183.786, 76.762, 1.787,  2.425
-183.786, 76.702, 1.793,  2.458
-183.786, 76.642, 1.798,  2.491
-183.785, 76.582, 1.804,  2.524
-183.785, 76.522, 1.810,  2.557
-183.785, 76.461, 1.815,  2.590
-183.785, 76.401, 1.821,  2.623
-183.784, 76.340, 1.827,  2.656
-183.784, 76.279, 1.833,  2.689
-183.784, 76.218, 1.839,  2.722
-183.784, 76.156, 1.845,  2.755
-183.783, 76.095, 1.851,  2.788
-183.783, 76.033, 1.857,  2.821
-183.783, 75.971, 1.863,  2.854
-183.783, 75.908, 1.869,  2.887
-183.783, 75.846, 1.875,  2.920
-183.782, 75.783, 1.881,  2.953
-183.782, 75.720, 1.887,  2.986
-183.782, 75.657, 1.894,  3.019
-183.782, 75.594, 1.900,  3.052
-183.781, 75.531, 1.906,  3.085
-183.781, 75.467, 1.912,  3.118
-183.781, 75.403, 1.918,  3.151
-183.781, 75.339, 1.925,  3.184
-183.780, 75.275, 1.931,  3.217
-183.780, 75.210, 1.937,  3.250
-183.780, 75.145, 1.944,  3.283
-183.780, 75.080, 1.950,  3.316
-183.780, 75.015, 1.956,  3.349
-183.779, 74.950, 1.963,  3.382
-183.779, 74.884, 1.969,  3.415
-183.779, 74.819, 1.975,  3.448
-183.779, 74.753, 1.982,  3.481
-183.778, 74.686, 1.988,  3.514
-183.778, 74.620, 1.995,  3.547
-183.778, 74.553, 2.001,  3.580
-183.778, 74.487, 2.008,  3.613
-183.777, 74.419, 2.014,  3.646
-183.777, 74.352, 2.021,  3.679
-183.777, 74.285, 2.027,  3.712
-183.777, 74.217, 2.034,  3.745
-183.776, 74.149, 2.040,  3.778
-183.776, 74.081, 2.047,  3.811
-183.776, 74.012, 2.054,  3.844
-183.776, 73.944, 2.060,  3.877
-183.776, 73.875, 2.067,  3.910
-183.775, 73.806, 2.074,  3.943
-183.775, 73.737, 2.081,  3.976
-183.775, 73.667, 2.088,  4.009
-183.775, 73.597, 2.095,  4.042
-183.774, 73.527, 2.101,  4.075
-183.774, 73.457, 2.108,  4.108
-183.774, 73.387, 2.115,  4.141
-183.774, 73.316, 2.122,  4.174
-183.773, 73.245, 2.129,  4.207
-183.773, 73.174, 2.136,  4.240
-183.773, 73.103, 2.142,  4.273
-183.773, 73.031, 2.149,  4.306
-183.773, 72.959, 2.156,  4.339
-183.772, 72.887, 2.163,  4.372
-183.772, 72.815, 2.170,  4.405
-183.772, 72.743, 2.177,  4.438
-183.772, 72.670, 2.185,  4.471
-183.771, 72.597, 2.192,  4.504
-183.771, 72.524, 2.199,  4.537
-183.771, 72.450, 2.206,  4.570
-183.771, 72.377, 2.213,  4.603
-183.770, 72.303, 2.220,  4.636
-183.770, 72.228, 2.227,  4.669
-183.770, 72.154, 2.235,  4.702
-183.770, 72.079, 2.242,  4.735
-183.769, 72.004, 2.249,  4.768
-183.769, 71.929, 2.257,  4.801
-183.769, 71.854, 2.264,  4.834
-183.769, 71.778, 2.271,  4.867
-183.769, 71.702, 2.279,  4.900
-183.768, 71.626, 2.286,  4.933
-183.768, 71.550, 2.293,  4.966
-183.768, 71.473, 2.301,  4.999
-183.768, 71.396, 2.309,  5.032
-183.767, 71.319, 2.316,  5.065
-183.767, 71.242, 2.324,  5.098
-183.767, 71.164, 2.331,  5.131
-183.767, 71.086, 2.339,  5.164
-183.766, 71.008, 2.346,  5.197
-183.766, 70.930, 2.354,  5.230
-183.766, 70.851, 2.362,  5.263
-183.766, 70.772, 2.369,  5.296
-183.766, 70.693, 2.377,  5.329
-183.765, 70.614, 2.384,  5.362
-183.765, 70.534, 2.392,  5.395
-183.765, 70.454, 2.400,  5.428
-183.765, 70.374, 2.407,  5.461
-183.764, 70.294, 2.415,  5.494
-183.764, 70.213, 2.423,  5.527
-183.764, 70.132, 2.431,  5.560
-183.764, 70.051, 2.440,  5.593
-183.763, 69.969, 2.448,  5.626
-183.763, 69.887, 2.456,  5.659
-183.763, 69.805, 2.463,  5.692
-183.763, 69.723, 2.471,  5.725
-183.762, 69.640, 2.479,  5.758
-183.762, 69.558, 2.487,  5.791
-183.762, 69.475, 2.495,  5.824
-183.762, 69.391, 2.503,  5.857
-183.762, 69.307, 2.512,  5.890
-183.761, 69.224, 2.520,  5.923
-183.761, 69.139, 2.528,  5.956
-183.761, 69.055, 2.536,  5.989
-183.761, 68.970, 2.544,  6.022
-183.760, 68.885, 2.553,  6.055
-183.760, 68.800, 2.561,  6.088
-183.760, 68.714, 2.569,  6.121
-183.760, 68.628, 2.578,  6.154
-183.759, 68.542, 2.586,  6.187
-183.759, 68.456, 2.594,  6.220
-183.759, 68.369, 2.603,  6.253
-183.759, 68.282, 2.611,  6.286
-183.759, 68.195, 2.620,  6.319
-183.758, 68.107, 2.629,  6.352
-183.758, 68.020, 2.637,  6.385
-183.758, 67.931, 2.646,  6.418
-183.758, 67.843, 2.654,  6.451
-183.757, 67.754, 2.663,  6.484
-183.757, 67.665, 2.671,  6.517
-183.757, 67.576, 2.680,  6.550
-183.757, 67.487, 2.689,  6.583
-183.756, 67.397, 2.698,  6.616
-183.756, 67.307, 2.707,  6.649
-183.756, 67.216, 2.715,  6.682
-183.756, 67.125, 2.724,  6.715
-183.756, 67.034, 2.733,  6.748
-183.755, 66.943, 2.742,  6.781
-183.755, 66.851, 2.751,  6.814
-183.755, 66.759, 2.760,  6.847
-183.755, 66.667, 2.769,  6.880
-183.754, 66.575, 2.778,  6.913
-183.754, 66.482, 2.787,  6.946
-183.754, 66.389, 2.796,  6.979
-183.754, 66.295, 2.805,  7.012
-183.753, 66.202, 2.814,  7.045
-183.753, 66.108, 2.823,  7.078
-183.753, 66.013, 2.833,  7.111
-183.753, 65.919, 2.842,  7.144
-183.752, 65.824, 2.851,  7.177
-183.752, 65.728, 2.861,  7.210
-183.752, 65.633, 2.870,  7.243
-183.752, 65.537, 2.879,  7.276
-183.752, 65.441, 2.888,  7.309
-183.751, 65.344, 2.898,  7.342
-183.751, 65.247, 2.907,  7.375
-183.751, 65.150, 2.917,  7.408
-183.751, 65.053, 2.926,  7.441
-183.750, 64.955, 2.936,  7.474
-183.750, 64.857, 2.945,  7.507
-183.750, 64.758, 2.955,  7.540
-183.750, 64.660, 2.965,  7.573
-183.749, 64.561, 2.975,  7.606
-183.749, 64.461, 2.985,  7.639
-183.749, 64.361, 2.995,  7.672
-183.749, 64.261, 3.004,  7.705
-183.748, 64.161, 3.014,  7.738
-183.748, 64.060, 3.024,  7.771
-183.748, 63.959, 3.033,  7.804
-183.748, 63.858, 3.043,  7.837
-183.748, 63.756, 3.053,  7.870
-183.747, 63.654, 3.063,  7.903
-183.747, 63.552, 3.073,  7.936
-183.747, 63.449, 3.083,  7.969
-183.747, 63.346, 3.093,  8.002
-183.746, 63.243, 3.103,  8.035
-183.746, 63.139, 3.114,  8.068
-183.746, 63.035, 3.124,  8.101
-183.746, 62.931, 3.134,  8.134
-183.745, 62.826, 3.144,  8.167
-183.745, 62.721, 3.154,  8.200
-183.745, 62.615, 3.164,  8.233
-183.745, 62.510, 3.175,  8.266
-183.744, 62.404, 3.185,  8.299
-183.744, 62.297, 3.196,  8.332
-183.744, 62.190, 3.206,  8.365
-183.744, 62.083, 3.217,  8.398
-183.743, 61.976, 3.227,  8.431
-183.743, 61.868, 3.238,  8.464
-183.743, 61.760, 3.249,  8.497
-183.743, 61.651, 3.259,  8.530
-183.742, 61.542, 3.270,  8.563
-183.742, 61.433, 3.280,  8.596
-183.742, 61.323, 3.291,  8.629
-183.742, 61.213, 3.301,  8.662
-183.741, 61.103, 3.312,  8.695
-183.741, 60.992, 3.323,  8.728
-183.741, 60.881, 3.334,  8.761
-183.740, 60.770, 3.346,  8.794
-183.740, 60.658, 3.357,  8.827
-183.740, 60.546, 3.368,  8.860
-183.740, 60.433, 3.378,  8.893
-183.739, 60.321, 3.389,  8.926
-183.739, 60.207, 3.400,  8.959
-183.739, 60.094, 3.411,  8.992
-183.738, 59.980, 3.422,  9.025
-183.738, 59.865, 3.434,  9.058
-183.738, 59.751, 3.445,  9.091
-183.738, 59.635, 3.456,  9.124
-183.737, 59.520, 3.468,  9.157
-183.737, 59.404, 3.479,  9.190
-183.737, 59.288, 3.490,  9.223
-183.737, 59.171, 3.502,  9.256
-183.736, 59.054, 3.513,  9.289
-183.736, 58.937, 3.525,  9.322
-183.736, 58.819, 3.536,  9.355
-183.735, 58.701, 3.548,  9.388
-183.735, 58.582, 3.559,  9.421
-183.735, 58.463, 3.571,  9.454
-183.735, 58.344, 3.583,  9.487
-183.734, 58.224, 3.594,  9.520
-183.734, 58.104, 3.606,  9.553
-183.734, 57.984, 3.618,  9.586
-183.734, 57.863, 3.630,  9.619
-183.733, 57.742, 3.642,  9.652
-183.733, 57.620, 3.654,  9.685
-183.733, 57.498, 3.666,  9.718
-183.732, 57.375, 3.678,  9.751
-183.732, 57.252, 3.690,  9.784
-183.732, 57.129, 3.702,  9.817
-183.732, 57.005, 3.714,  9.850
-183.731, 56.881, 3.726,  9.883
-183.731, 56.757, 3.739,  9.916
-183.731, 56.632, 3.751,  9.949
-183.731, 56.506, 3.763,  9.982
-183.730, 56.381, 3.775, 10.015
-183.730, 56.255, 3.788, 10.048
-183.730, 56.128, 3.800, 10.081
-183.729, 56.001, 3.813, 10.114
-183.729, 55.874, 3.825, 10.147
-183.729, 55.746, 3.838, 10.180
-183.729, 55.617, 3.850, 10.213
-183.728, 55.489, 3.863, 10.246
-183.728, 55.360, 3.875, 10.279
-183.728, 55.230, 3.888, 10.312
-183.727, 55.100, 3.901, 10.345
-183.727, 54.970, 3.914, 10.378
-183.727, 54.839, 3.927, 10.411
-183.727, 54.708, 3.939, 10.444
-183.726, 54.576, 3.952, 10.477
-183.726, 54.444, 3.965, 10.510
-183.726, 54.312, 3.978, 10.543
-183.725, 54.179, 3.991, 10.576
-183.725, 54.046, 4.004, 10.609
-183.725, 53.912, 4.017, 10.642
-183.724, 53.778, 4.030, 10.675
-183.724, 53.643, 4.043, 10.708
-183.724, 53.508, 4.057, 10.741
-183.723, 53.372, 4.070, 10.774
-183.723, 53.236, 4.083, 10.807
-183.723, 53.100, 4.096, 10.840
-183.722, 52.963, 4.109, 10.873
-183.722, 52.826, 4.123, 10.906
-183.722, 52.688, 4.136, 10.939
-183.721, 52.550, 4.150, 10.972
-183.721, 52.411, 4.163, 11.005
-183.721, 52.272, 4.177, 11.038
-183.721, 52.132, 4.190, 11.071
-183.720, 51.992, 4.204, 11.104
-183.720, 51.852, 4.218, 11.137
-183.720, 51.711, 4.232, 11.170
-183.719, 51.569, 4.246, 11.203
-183.719, 51.428, 4.259, 11.236
-183.719, 51.285, 4.273, 11.269
-183.718, 51.142, 4.287, 11.302
-183.718, 50.999, 4.301, 11.335
-183.718, 50.855, 4.316, 11.368
-183.717, 50.711, 4.330, 11.401
-183.717, 50.566, 4.344, 11.434
-183.717, 50.421, 4.358, 11.467
-183.716, 50.276, 4.372, 11.500
-183.716, 50.130, 4.386, 11.533
-183.716, 49.983, 4.400, 11.566
-183.715, 49.836, 4.415, 11.599
-183.715, 49.688, 4.430, 11.632
-183.715, 49.540, 4.444, 11.665
-183.714, 49.392, 4.459, 11.698
-183.714, 49.243, 4.473, 11.731
-183.714, 49.093, 4.488, 11.764
-183.713, 48.944, 4.502, 11.797
-183.713, 48.793, 4.517, 11.830
-183.712, 48.642, 4.532, 11.863
-183.712, 48.491, 4.547, 11.896
-183.712, 48.339, 4.561, 11.929
-183.711, 48.186, 4.576, 11.962
-183.711, 48.033, 4.591, 11.995
-183.711, 47.880, 4.606, 12.028
-183.710, 47.726, 4.621, 12.061
-183.710, 47.572, 4.637, 12.094
-183.710, 47.417, 4.652, 12.127
-183.709, 47.261, 4.667, 12.160
-183.709, 47.105, 4.683, 12.193
-183.709, 46.949, 4.698, 12.226
-183.708, 46.792, 4.713, 12.259
-183.708, 46.634, 4.728, 12.292
-183.707, 46.476, 4.743, 12.325
-183.707, 46.318, 4.759, 12.358
-183.707, 46.159, 4.774, 12.391
-183.706, 45.999, 4.790, 12.424
-183.706, 45.839, 4.806, 12.457
-183.705, 45.679, 4.822, 12.490
-183.705, 45.517, 4.838, 12.523
-183.705, 45.356, 4.854, 12.556
-183.704, 45.194, 4.870, 12.589
-183.704, 45.031, 4.885, 12.622
-183.703, 44.868, 4.901, 12.655
-183.703, 44.704, 4.917, 12.688
-183.703, 44.540, 4.933, 12.721
-183.702, 44.375, 4.949, 12.754
-183.702, 44.209, 4.966, 12.787
-183.702, 44.043, 4.982, 12.820
-183.701, 43.877, 4.999, 12.853
-183.701, 43.710, 5.015, 12.886
-183.700, 43.542, 5.031, 12.919
-183.700, 43.374, 5.048, 12.952
-183.699, 43.205, 5.064, 12.985
-183.699, 43.036, 5.081, 13.018
-183.699, 42.866, 5.097, 13.051
-183.698, 42.696, 5.113, 13.084
-183.698, 42.526, 5.120, 13.117
-183.697, 42.356, 5.106, 13.150
-183.697, 42.186, 5.093, 13.183
-183.696, 42.016, 5.092, 13.216
-183.696, 41.846, 5.106, 13.249
-183.696, 41.675, 5.137, 13.282
-183.695, 41.503, 5.183, 13.315
-183.695, 41.328, 5.238, 13.348
-183.694, 41.152, 5.292, 13.381
-183.694, 40.974, 5.335, 13.414
-183.693, 40.795, 5.364, 13.447
-183.693, 40.616, 5.376, 13.480
-183.692, 40.437, 5.377, 13.513
-183.692, 40.258, 5.371, 13.546
-183.692, 40.080, 5.362, 13.579
-183.691, 39.901, 5.357, 13.612
-183.691, 39.723, 5.359, 13.645
-183.690, 39.544, 5.369, 13.678
-183.690, 39.365, 5.390, 13.711
-183.689, 39.184, 5.421, 13.744
-183.689, 39.003, 5.458, 13.777
-183.688, 38.820, 5.497, 13.810
-183.688, 38.635, 5.533, 13.843
-183.687, 38.450, 5.562, 13.876
-183.687, 38.264, 5.583, 13.909
-183.686, 38.078, 5.595, 13.942
-183.686, 37.891, 5.601, 13.975
-183.685, 37.704, 5.605, 14.008
-183.685, 37.518, 5.609, 14.041
-183.684, 37.331, 5.616, 14.074
-183.684, 37.143, 5.629, 14.107
-183.683, 36.955, 5.647, 14.140
-183.683, 36.766, 5.671, 14.173
-183.682, 36.577, 5.700, 14.206
-183.682, 36.386, 5.730, 14.239
-183.681, 36.194, 5.759, 14.272
-183.681, 36.001, 5.786, 14.305
-183.680, 35.808, 5.808, 14.338
-183.680, 35.614, 5.825, 14.371
-183.679, 35.420, 5.838, 14.404
-183.679, 35.225, 5.849, 14.437
-183.678, 35.030, 5.860, 14.470
-183.678, 34.834, 5.873, 14.503
-183.677, 34.638, 5.888, 14.536
-183.677, 34.441, 5.907, 14.569
-183.676, 34.244, 5.929, 14.602
-183.676, 34.046, 5.954, 14.635
-183.675, 33.847, 5.980, 14.668
-183.674, 33.647, 6.006, 14.701
-183.674, 33.446, 6.030, 14.734
-183.673, 33.244, 6.052, 14.767
-183.673, 33.042, 6.070, 14.800
-183.672, 32.839, 6.087, 14.833
-183.672, 32.636, 6.102, 14.866
-183.671, 32.433, 6.117, 14.899
-183.671, 32.228, 6.133, 14.932
-183.670, 32.024, 6.152, 14.965
-183.669, 31.818, 6.172, 14.998
-183.669, 31.612, 6.195, 15.031
-183.668, 31.405, 6.219, 15.064
-183.668, 31.197, 6.243, 15.097
-183.667, 30.988, 6.267, 15.130
-183.666, 30.779, 6.289, 15.163
-183.666, 30.569, 6.310, 15.196
-183.665, 30.358, 6.330, 15.229
-183.665, 30.146, 6.348, 15.262
-183.664, 29.935, 6.366, 15.295
-183.663, 29.722, 6.384, 15.328
-183.663, 29.509, 6.403, 15.361
-183.662, 29.295, 6.424, 15.394
-183.661, 29.080, 6.446, 15.427
-183.661, 28.865, 6.469, 15.460
-183.660, 28.649, 6.493, 15.493
-183.660, 28.432, 6.517, 15.526
-183.659, 28.214, 6.540, 15.559
-183.658, 27.995, 6.562, 15.592
-183.658, 27.776, 6.583, 15.625
-183.657, 27.556, 6.602, 15.658
-183.656, 27.336, 6.622, 15.691
-183.656, 27.115, 6.642, 15.724
-183.655, 26.893, 6.662, 15.757
-183.654, 26.670, 6.684, 15.790
-183.654, 26.447, 6.707, 15.823
-183.653, 26.223, 6.731, 15.856
-183.652, 25.998, 6.755, 15.889
-183.652, 25.772, 6.779, 15.922
-183.651, 25.546, 6.802, 15.955
-183.650, 25.318, 6.824, 15.988
-183.650, 25.090, 6.845, 16.021
-183.649, 24.862, 6.866, 16.054
-183.648, 24.633, 6.887, 16.087
-183.647, 24.402, 6.908, 16.120
-183.647, 24.172, 6.931, 16.153
-183.646, 23.940, 6.954, 16.186
-183.645, 23.708, 6.978, 16.219
-183.645, 23.475, 7.002, 16.252
-183.644, 23.241, 7.026, 16.285
-183.643, 23.006, 7.050, 16.318
-183.642, 22.770, 7.074, 16.351
-183.642, 22.534, 7.097, 16.384
-183.641, 22.297, 7.120, 16.417
-183.640, 22.059, 7.142, 16.450
-183.639, 21.820, 7.165, 16.483
-183.639, 21.581, 7.188, 16.516
-183.638, 21.341, 7.211, 16.549
-183.637, 21.100, 7.235, 16.582
-183.636, 20.858, 7.259, 16.615
-183.635, 20.616, 7.284, 16.648
-183.635, 20.372, 7.309, 16.681
-183.634, 20.128, 7.333, 16.714
-183.633, 19.883, 7.357, 16.747
-183.632, 19.637, 7.381, 16.780
-183.631, 19.391, 7.405, 16.813
-183.631, 19.143, 7.429, 16.846
-183.630, 18.895, 7.453, 16.879
-183.629, 18.646, 7.477, 16.912
-183.628, 18.396, 7.501, 16.945
-183.627, 18.145, 7.526, 16.978
-183.626, 17.894, 7.551, 17.011
-183.626, 17.642, 7.576, 17.044
-183.625, 17.388, 7.601, 17.077
-183.624, 17.134, 7.627, 17.110
-183.623, 16.880, 7.652, 17.143
-183.622, 16.624, 7.677, 17.176
-183.621, 16.367, 7.702, 17.209
-183.620, 16.110, 7.728, 17.242
-183.620, 15.852, 7.753, 17.275
-183.619, 15.593, 7.778, 17.308
-183.618, 15.333, 7.803, 17.341
-183.617, 15.072, 7.829, 17.374
-183.616, 14.810, 7.855, 17.407
-183.615, 14.548, 7.881, 17.440
-183.614, 14.285, 7.907, 17.473
-183.613, 14.020, 7.933, 17.506
-183.612, 13.755, 7.960, 17.539
-183.611, 13.489, 7.986, 17.572
-183.610, 13.222, 8.012, 17.605
-183.609, 12.955, 8.038, 17.638
-183.608, 12.686, 8.065, 17.671
-183.608, 12.417, 8.091, 17.704
-183.607, 12.146, 8.118, 17.737
-183.606, 11.875, 8.145, 17.770
-183.605, 11.603, 8.172, 17.803
-183.604, 11.330, 8.199, 17.836
-183.603, 11.056, 8.226, 17.869
-183.602, 10.781, 8.253, 17.902
-183.601, 10.505, 8.280, 17.935
-183.600, 10.228, 8.307, 17.968
-183.599, 9.951, 8.334, 18.001
-183.598, 9.672, 8.362, 18.034
-183.597, 9.393, 8.390, 18.067
-183.596, 9.112, 8.418, 18.100
-183.594, 8.831, 8.445, 18.133
-183.593, 8.549, 8.473, 18.166
-183.592, 8.266, 8.501, 18.199
-183.591, 7.982, 8.529, 18.232
-183.590, 7.697, 8.557, 18.265
-183.589, 7.411, 8.585, 18.298
-183.588, 7.124, 8.613, 18.331
-183.587, 6.836, 8.641, 18.364
-183.586, 6.547, 8.670, 18.397
-183.585, 6.258, 8.699, 18.430
-183.584, 5.967, 8.727, 18.463
-183.583, 5.675, 8.756, 18.496
-183.581, 5.383, 8.785, 18.529
-183.580, 5.089, 8.814, 18.562
-183.579, 4.795, 8.843, 18.595
-183.578, 4.499, 8.872, 18.628
-183.577, 4.203, 8.902, 18.661
-183.576, 3.905, 8.931, 18.694
-183.575, 3.607, 8.961, 18.727
-183.573, 3.307, 8.990, 18.760
-183.572, 3.007, 9.020, 18.793
-183.571, 2.705, 9.049, 18.826
-183.570, 2.403, 9.079, 18.859
-183.569, 2.100, 9.109, 18.892
-183.567, 1.795, 9.139, 18.925
-183.566, 1.490, 9.169, 18.958
-183.565, 1.183, 9.199, 18.991
-183.564, 0.876, 9.230, 19.024
-183.562, 0.568, 9.260, 19.057
-183.561, 0.258, 9.291, 19.090
-183.560, -0.052, 9.322, 19.123
-183.559, -0.364, 9.353, 19.156
-183.557, -0.676, 9.384, 19.189
-183.556, -0.990, 9.415, 19.222
-183.555, -1.305, 9.446, 19.255
-183.553, -1.620, 9.477, 19.288
-183.552, -1.937, 9.508, 19.321
-183.551, -2.255, 9.540, 19.354
-183.550, -2.573, 9.571, 19.387
-183.548, -2.893, 9.603, 19.420
-183.547, -3.214, 9.635, 19.453
-183.546, -3.536, 9.666, 19.486
-183.544, -3.859, 9.698, 19.519
-183.543, -4.183, 9.730, 19.552
-183.541, -4.508, 9.762, 19.585
-183.540, -4.835, 9.794, 19.618
-183.539, -5.162, 9.826, 19.651
-183.537, -5.490, 9.859, 19.684
-183.536, -5.820, 9.892, 19.717
-183.534, -6.150, 9.925, 19.750
-183.533, -6.482, 9.957, 19.783
-183.531, -6.815, 9.990, 19.816
-183.530, -7.149, 10.023, 19.849
-183.529, -7.483, 10.056, 19.882
-183.527, -7.819, 10.089, 19.915
-183.526, -8.157, 10.122, 19.948
-183.524, -8.495, 10.156, 19.981
-183.523, -8.834, 10.189, 20.014
-183.521, -9.175, 10.223, 20.047
-183.520, -9.516, 10.257, 20.080
-183.518, -9.859, 10.291, 20.113
-183.517, -10.203, 10.325, 20.146
-183.515, -10.548, 10.359, 20.179
-183.513, -10.894, 10.394, 20.212
-183.512, -11.242, 10.428, 20.245
-183.510, -11.590, 10.462, 20.278
-183.509, -11.940, 10.497, 20.311
-183.507, -12.290, 10.531, 20.344
-183.506, -12.642, 10.566, 20.377
-183.504, -12.995, 10.601, 20.410
-183.502, -13.350, 10.636, 20.443
-183.501, -13.705, 10.671, 20.476
-183.499, -14.062, 10.706, 20.509
-183.497, -14.419, 10.742, 20.542
-183.496, -14.778, 10.777, 20.575
-183.494, -15.139, 10.813, 20.608
-183.492, -15.500, 10.849, 20.641
-183.491, -15.862, 10.884, 20.674
-183.489, -16.226, 10.920, 20.707
-183.487, -16.591, 10.957, 20.740
-183.486, -16.957, 10.993, 20.773
-183.484, -17.325, 11.029, 20.806
-183.482, -17.693, 11.066, 20.839
-183.480, -18.063, 11.103, 20.872
-183.478, -18.434, 11.139, 20.905
-183.477, -18.806, 11.176, 20.938
-183.475, -19.180, 11.212, 20.971
-183.473, -19.554, 11.249, 21.004
-183.471, -19.930, 11.287, 21.037
-183.469, -20.307, 11.324, 21.070
-183.468, -20.686, 11.362, 21.103
-183.466, -21.066, 11.400, 21.136
-183.464, -21.446, 11.438, 21.169
-183.462, -21.829, 11.475, 21.202
-183.460, -22.212, 11.513, 21.235
-183.458, -22.597, 11.551, 21.268
-183.456, -22.983, 11.590, 21.301
-183.454, -23.370, 11.628, 21.334
-183.452, -23.759, 11.667, 21.367
-183.450, -24.149, 11.705, 21.400
-183.448, -24.540, 11.744, 21.433
-183.447, -24.932, 11.783, 21.466
-183.445, -25.326, 11.822, 21.499
-183.443, -25.721, 11.862, 21.532
-183.441, -26.117, 11.901, 21.565
-183.438, -26.515, 11.940, 21.598
-183.436, -26.914, 11.980, 21.631
-183.434, -27.315, 12.020, 21.664
-183.432, -27.716, 12.059, 21.697
-183.430, -28.119, 12.099, 21.730
-183.428, -28.523, 12.139, 21.763
-183.426, -28.929, 12.180, 21.796
-183.424, -29.336, 12.220, 21.829
-183.422, -29.745, 12.261, 21.862
-183.420, -30.154, 12.301, 21.895
-183.417, -30.565, 12.342, 21.928
-183.415, -30.978, 12.383, 21.961
-183.413, -31.392, 12.424, 21.994
-183.411, -31.807, 12.466, 22.027
-183.409, -32.223, 12.507, 22.060
-183.406, -32.641, 12.548, 22.093
-183.404, -33.061, 12.590, 22.126
-183.402, -33.481, 12.631, 22.159
-183.400, -33.903, 12.673, 22.192
-183.397, -34.327, 12.715, 22.225
-183.395, -34.752, 12.757, 22.258
-183.393, -35.178, 12.800, 22.291
-183.390, -35.606, 12.842, 22.324
-183.388, -36.035, 12.885, 22.357
-183.386, -36.466, 12.928, 22.390
-183.383, -36.898, 12.971, 22.423
-183.381, -37.331, 13.014, 22.456
-183.379, -37.766, 13.057, 22.489
-183.376, -38.202, 13.100, 22.522
-183.374, -38.640, 13.144, 22.555
-183.371, -39.079, 13.187, 22.588
-183.369, -39.520, 13.231, 22.621
-183.366, -39.962, 13.275, 22.654
-183.364, -40.406, 13.319, 22.687
-183.361, -40.851, 13.363, 22.720
-183.359, -41.297, 13.407, 22.753
-183.356, -41.745, 13.452, 22.786
-183.354, -42.195, 13.497, 22.819
-183.351, -42.646, 13.542, 22.852
-183.348, -43.099, 13.587, 22.885
-183.346, -43.553, 13.632, 22.918
-183.343, -44.008, 13.677, 22.951
-183.341, -44.465, 13.722, 22.984
-183.338, -44.924, 13.768, 23.017
-183.335, -45.384, 13.813, 23.050
